what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1267578005541
java.specification.version,sysinfo,,,"1.6",1267578005541
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1267578005541
java.version,sysinfo,,,"1.6.0_17",1267578005541
java.vm.info,sysinfo,,,"mixed mode",1267578005541
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1267578005541
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1267578005541
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1267578005541
java.vm.specification.version,sysinfo,,,"1.0",1267578005541
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1267578005541
java.vm.version,sysinfo,,,"14.3-b01",1267578005541
started,bundle,org.eclipse.emf.validation,1.3.0.v200901271722,"org.eclipse.emf.validation",1267578005768
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1267578005770
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1267578005776
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267578007176
started,bundle,org.eclipse.emf.mapping.ecore2xml,2.5.0.v200906151043,"org.eclipse.emf.mapping.ecore2xml",1267578007854
started,bundle,org.eclipse.xtend.typesystem.uml2.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.uml2.ui",1267578007933
started,bundle,org.eclipse.xsd,2.5.0.v200906151043,"org.eclipse.xsd",1267578007940
started,bundle,org.eclipse.xtend.typesystem.xsd.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.xsd.ui",1267578007950
started,bundle,org.eclipse.xtend.shared.ui,0.7.2.v200908120436,"org.eclipse.xtend.shared.ui",1267578007951
started,bundle,org.eclipse.xtend.typesystem.emf.ui,0.7.2.v200908120436,"org.eclipse.xtend.typesystem.emf.ui",1267578007952
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267578024886
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.export",1267578024916
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267578027534
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267578053208
