what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468015610
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468093147
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267468101678
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267468101776
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468104565
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1267468104595
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468123194
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1267468133748
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267468133795
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267468135214
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267468139553
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468141515
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1267468303329
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468306806
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468307706
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468310674
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267468310689
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468311934
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468312016
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267468312021
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267468314929
executed,command,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1267468322426
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468322474
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468325486
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468326169
