what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1267568128739
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1267568128740
started,bundle,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui",1267568128741
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1267568128742
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1267568128743
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1267568128743
started,bundle,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.ide",1267568128744
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1267568128745
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1267568128745
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1267568128746
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1267568128747
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1267568128747
started,bundle,org.eclipse.uml2.diagram.common,0.9.0.v200906190654,"org.eclipse.uml2.diagram.common",1267568128748
started,bundle,org.eclipse.uml2.uml,3.0.1.v200908281330,"org.eclipse.uml2.uml",1267568128759
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1267568128760
os,sysinfo,,,"win32",1267568128801
arch,sysinfo,,,"x86",1267568128801
ws,sysinfo,,,"win32",1267568128801
locale,sysinfo,,,"pt_BR",1267568128801
processors,sysinfo,,,"2",1267568128801
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1267568128801
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1267568128801
java.specification.name,sysinfo,,,"Java Platform API Specification",1267568128801
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1267568128801
java.specification.version,sysinfo,,,"1.6",1267568128801
