what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1267469289358
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469291248
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469291867
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1267469291878
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469292942
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469296298
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469301817
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267469308704
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267469308721
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469323424
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469327879
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267469329382
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469330257
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267469331254
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469332451
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469333236
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469333323
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267469333332
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1267469340062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469342904
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267469359055
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267469361573
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1267469363478
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267469365782
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267469365900
