what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475286429
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475286491
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475286569
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267475287818
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267475289752
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475297552
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267475312996
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267475314276
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475323838
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475325461
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475325554
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267475325570
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1267475326116
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475327879
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475344274
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267475346068
executed,command,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1267475348767
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475349407
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475364913
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475364991
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475365085
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267475367067
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267475371825
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475373401
no handler,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267475391013
