what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267466899208
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267466904370
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267466913953
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267466915273
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267466919457
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267466925037
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267466955532
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267466956210
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267466957546
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267466971958
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267466990546
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267466995632
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267466995984
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267466997121
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467000352
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467000440
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267467000450
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267467001317
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267467011378
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467012526
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467187773
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267467189341
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267467190356
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467191498
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467763796
