what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ocl.ecore,1.3.0.v200905271400,"org.eclipse.ocl.ecore",1267531807283
opened,editor,OntoUML.editor,1.1.0.v200906182002,"OntoUML.presentation.OntoUMLEditorID",1267531807633
activated,editor,OntoUML.editor,1.1.0.v200906182002,"OntoUML.presentation.OntoUMLEditorID",1267531807658
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531821781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531909558
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267531911615
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531913661
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531913908
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267531913921
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1267531914059
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1267531914067
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531917460
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531918839
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531919290
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531939908
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531941907
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531943016
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531943913
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531948331
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267531957066
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267532172174
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267532173254
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267532174162
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267532175005
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267532300752
