what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475402916
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475404413
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475404491
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267475404507
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1267475406270
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475407986
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475425146
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267475427018
executed,command,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1267475429592
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475430419
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475443398
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475443460
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475443538
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267475444834
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267475446425
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475448391
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475463242
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475464240
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475464334
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267475464334
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1267475465332
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475466877
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267475482633
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267475483959
executed,command,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1267475486143
