what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267467764763
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267467768533
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467774448
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267467779943
no handler,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267467860608
no handler,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267467860611
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467928673
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467930961
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467931056
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267467931066
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267467932208
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267467933791
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467937088
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467969561
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467970401
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467970448
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267467970458
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267467971478
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1267467974736
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267467976473
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1267467977783
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267467980461
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267468009017
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267468011730
executed,command,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1267468014738
