what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267482988320
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267482988400
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267482989730
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267482991173
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267482992705
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483006192
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483007039
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483007119
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267483007127
activated,editor,org.eclipse.emf.codegen.ecore.ui,2.5.0.v200906151043,"org.eclipse.emf.codegen.ecore.genmodel.presentation.GenModelEditorID",1267483008898
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483010627
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483025684
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267483027642
executed,command,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1267483030113
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483030689
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483044956
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483045002
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483045075
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267483046228
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267483048311
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483049317
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483072980
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483076624
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267483076716
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267483076724
