what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.uml2.diagram.sequence,0.9.0.v200906190654,"org.eclipse.uml2.diagram.sequence",1267461299553
started,bundle,org.eclipse.uml2.diagram.statemachine,0.9.0.v200906190654,"org.eclipse.uml2.diagram.statemachine",1267461299606
started,bundle,org.eclipse.gmf.runtime.emf.type.ui,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.emf.type.ui",1267461299658
activated,editor,org.eclipse.uml2.diagram.profile,0.9.0.v200906190654,"org.eclipse.uml2.diagram.profile.part.UMLDiagramEditorID",1267461299746
started,bundle,org.eclipse.gmf.runtime.common.ui.services.properties,1.2.0.v20090403-1720,"org.eclipse.gmf.runtime.common.ui.services.properties",1267461300581
started,bundle,org.eclipse.gmf.runtime.diagram.ui.properties,1.2.1.v20090729-2029,"org.eclipse.gmf.runtime.diagram.ui.properties",1267461300586
started,bundle,org.eclipse.gmf.runtime.emf.ui.properties,1.2.0.v20090501-1750,"org.eclipse.gmf.runtime.emf.ui.properties",1267461300693
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267461303453
closed,editor,org.eclipse.uml2.diagram.profile,0.9.0.v200906190654,"org.eclipse.uml2.diagram.profile.part.UMLDiagramEditorID",1267461303463
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461304738
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461320038
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461337016
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461337178
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461343231
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461349403
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461351228
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461351911
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1267461413541
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461416948
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461437018
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461437806
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461534226
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461539183
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267461541968
activated,editor,org.eclipse.emf.ecore.editor,2.5.0.v200906151043,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1267461544393
